dataset,baseline,cmt_neg,cmt_normal
desed_validation,0.01778482258831438,0.021168672380780254,0.009336234045010067
maestro_training,0.03615919695075964,0.03669961749640024,0.03531878488594048
maestro_validation,0.02644791562584245,0.025942307431544454,0.025369641651756227
